Date,IEI,TLT
2016-03-31,124.183274,127.238372
2016-03-30,123.907203,126.342123
2016-03-29,123.798745,127.686504
2016-03-28,123.266319,126.361611
2016-03-24,123.207163,126.195987
2016-03-23,123.276181,126.147289
2016-03-22,122.980393,124.734708
2016-03-21,123.118429,124.763947
2016-03-18,123.384638,125.728382
2016-03-17,123.128283,125.465347
2016-03-16,123.039549,124.94903
2016-03-15,122.526839,124.578842
2016-03-14,122.516985,124.461945
2016-03-11,122.536701,124.072269
2016-03-10,122.704315,125.338713
2016-03-09,123.029687,125.855031
2016-03-08,123.246603,126.624631
2016-03-07,122.852212,125.241289
2016-03-04,123.039549,125.280265
2016-03-03,123.217025,126.088826
2016-03-02,123.207163,125.630972
2016-03-01,123.315621,125.11464
2016-02-29,123.884529,127.357212
2016-02-26,123.835287,126.802986
2016-02-25,124.17016,128.037848
2016-02-24,123.953474,127.580861
2016-02-23,123.914076,127.833665
2016-02-22,123.815584,127.318325
2016-02-19,123.845131,127.386381
2016-02-18,123.953474,127.279423
2016-02-17,123.667843,125.733405
2016-02-16,123.845131,126.51128
2016-02-12,124.002723,127.862834
2016-02-11,124.436088,130.021432
2016-02-10,124.239105,129.117147
2016-02-09,124.091363,127.989243
2016-02-08,124.130762,127.853116
2016-02-05,123.648148,125.159727
2016-02-04,123.638296,125.013882
2016-02-03,123.52011,124.41102
2016-02-02,123.490555,125.451432
2016-02-01,122.988246,123.166425
2016-01-29,123.206899,123.544675
2016-01-28,122.793719,122.50624
2016-01-27,122.646152,122.33155
2016-01-26,122.567449,122.360663
2016-01-25,122.459242,122.302428
2016-01-22,122.331347,121.642488
2016-01-21,122.508426,122.108331
2016-01-20,122.62648,122.942962
2016-01-19,122.301836,121.661902
2016-01-15,122.41989,122.040397
2016-01-14,122.085406,120.167331
2016-01-13,122.114918,121.302814
2016-01-12,121.868976,120.118803
2016-01-11,121.642714,118.410728
2016-01-08,121.79028,119.720902
2016-01-07,121.544339,119.187124
2016-01-06,121.268878,118.973612
2016-01-05,120.914729,117.3917
2016-01-04,120.865538,117.867243
2015-12-31,120.619596,117.022912
2015-12-30,120.491709,116.498841
2015-12-29,120.46219,116.615304
2015-12-28,120.786835,118.585418
2015-12-24,120.737651,118.236038
2015-12-23,120.670743,117.562505
2015-12-22,120.818132,118.453495
2015-12-21,121.024473,119.315432
2015-12-18,120.985169,119.344492
2015-12-17,120.719875,118.685933
2015-12-16,120.552838,117.359127
2015-12-15,120.759179,117.610931
2015-12-14,120.975348,118.30823
2015-12-11,121.437155,119.85778
2015-12-10,120.89674,117.998313
2015-12-09,121.073605,117.843362
2015-12-08,120.916389,117.96926
2015-12-07,120.837788,117.911154
2015-12-04,120.670743,116.778047
2015-12-03,120.503706,115.761151
2015-12-02,121.044129,118.995843
2015-12-01,121.279946,118.957103
2015-11-30,120.960608,117.371713
2015-11-27,120.960608,116.907835
2015-11-25,120.862467,117.023801
2015-11-24,120.872283,116.753204
2015-11-23,120.793767,116.762871
2015-11-20,120.725068,116.405293
2015-11-19,120.793767,116.762871
2015-11-18,120.68581,115.989732
2015-11-17,120.803576,115.748127
2015-11-16,120.85265,115.554846
2015-11-13,120.774135,115.661152
2015-11-12,120.479712,115.003986
2015-11-11,120.440454,114.453127
2015-11-10,120.469895,114.694732
2015-11-09,120.244164,114.356487
2015-11-06,120.352122,115.003986
2015-11-05,120.813392,116.714547
2015-11-04,120.862467,117.023801
2015-11-03,121.098007,116.888503
2015-11-02,121.21578,117.854923
2015-10-30,121.464081,118.399026
2015-10-29,121.40526,117.511855
2015-10-28,121.728748,119.411563
2015-10-27,122.209074,119.893723
2015-10-26,122.042431,119.594779
2015-10-23,121.915,118.804038
2015-10-22,122.307098,119.826221
2015-10-21,122.160065,119.623715
2015-10-20,122.052236,118.447245
2015-10-19,122.287496,119.180122
2015-10-16,122.277692,119.507994
2015-10-15,122.356114,119.46942
2015-10-14,122.650195,120.057655
2015-10-13,122.189472,119.016189
2015-10-12,122.111049,118.813683
2015-10-09,121.875789,117.916867
2015-10-08,121.924797,117.608285
2015-10-07,122.091447,118.601532
2015-10-06,122.297301,118.996906
2015-10-05,122.199276,118.485818
2015-10-02,122.503155,120.115512
2015-10-01,122.071838,119.392273
2015-09-30,122.049295,118.885039
2015-09-29,121.961169,119.298837
2015-09-28,121.755551,118.962027
2015-09-25,121.452022,116.960399
2015-09-24,121.5891,117.980456
2015-09-23,121.471601,117.181729
2015-09-22,121.559727,117.191354
2015-09-21,121.246404,115.584281
2015-09-18,121.559727,117.499296
2015-09-17,121.30515,115.719005
2015-09-16,120.629544,114.323644
2015-09-15,120.649131,114.756685
2015-09-14,121.177865,116.998893
2015-09-11,121.109326,116.81605
2015-09-10,120.923287,116.084684
2015-09-09,121.00162,116.873786
2015-09-08,120.942867,116.315646
2015-09-04,121.217031,118.057443
2015-09-03,121.119112,116.989267
2015-09-02,120.95266,116.421502
2015-09-01,121.011406,117.431934
2015-08-31,120.732359,116.591826
2015-08-28,120.92796,117.49445
2015-08-27,121.006201,117.148764
2015-08-26,121.035539,117.081548
2015-08-25,121.348495,119.386116
2015-08-24,121.710345,121.335393
2015-08-21,121.416953,121.364199
2015-08-20,121.133336,121.008909
2015-08-19,121.064878,119.799017
2015-08-18,120.62478,118.627528
2015-08-17,120.70302,119.568555
2015-08-14,120.517208,119.030826
2015-08-13,120.62478,118.752356
2015-08-12,120.918178,119.136452
2015-08-11,120.859502,119.789413
2015-08-10,120.419403,117.916956
2015-08-07,120.585667,119.395713
2015-08-06,120.380283,117.84974
2015-08-05,120.204253,116.812683
2015-08-04,120.429185,117.696099
2015-08-03,120.879058,118.637133
2015-07-31,120.786152,117.401311
2015-07-30,120.327036,116.538981
2015-07-29,120.327036,115.647907
2015-07-28,120.463793,116.079076
2015-07-27,120.571246,116.931823
2015-07-24,120.278191,116.309028
2015-07-23,120.209813,116.021582
2015-07-22,119.975374,114.593951
2015-07-21,119.985144,113.884927
2015-07-20,119.809313,113.271715
2015-07-17,119.994907,113.750787
2015-07-16,120.073056,113.166319
2015-07-15,120.180509,112.380642
2015-07-14,119.94607,111.211706
2015-07-13,119.721393,110.847614
2015-07-10,119.94607,111.192546
2015-07-09,120.35634,112.98427
2015-07-08,120.756848,115.255072
2015-07-07,120.551713,114.268185
2015-07-06,120.414948,113.204646
2015-07-02,120.004678,111.144636
2015-07-01,119.653015,110.780544
2015-06-30,119.980253,112.29632
2015-06-29,120.058316,113.080272
2015-06-26,119.365523,110.164358
2015-06-25,119.560673,111.416766
2015-06-24,119.765583,111.808739
2015-06-23,119.589945,110.8527
2015-06-22,119.736311,111.521931
2015-06-19,120.204682,113.845106
2015-06-18,119.90219,112.401485
2015-06-17,119.921709,112.95599
2015-06-16,119.707039,113.825981
2015-06-15,119.521641,112.946427
2015-06-12,119.316731,112.764777
2015-06-11,119.365523,112.764777
2015-06-10,118.965455,110.441603
2015-06-09,119.189884,111.416766
2015-06-08,119.424066,112.305883
2015-06-05,119.228916,112.430165
2015-06-04,119.716799,113.816426
2015-06-03,119.49237,112.35368
2015-06-02,119.941221,114.189281
2015-06-01,120.263226,115.804981
2015-05-29,120.53839,117.06313
2015-05-28,120.460421,116.805558
2015-05-27,120.323977,117.091748
2015-05-26,120.343474,116.824634
2015-05-22,120.158297,114.859434
2015-05-21,120.314229,114.811732
2015-05-20,120.002358,113.228125
2015-05-19,119.787952,113.037325
2015-05-18,120.187534,114.04855
2015-05-15,120.518902,115.994667
2015-05-14,120.216771,113.714651
2015-05-13,119.914648,113.409377
2015-05-12,119.9049,114.325199
2015-05-11,119.856174,114.029467
2015-05-08,120.392199,116.872336
2015-05-07,119.992617,116.557521
2015-05-06,119.856174,115.012067
2015-05-05,120.099824,117.015435
2015-05-04,120.207023,117.17761
2015-05-01,120.236267,118.293767
2015-04-30,120.620264,119.907906
2015-04-29,120.649469,119.698466
2015-04-28,120.766295,121.183627
2015-04-27,121.05835,122.878243
2015-04-24,121.194643,122.878243
2015-04-23,120.912319,122.116617
2015-04-22,120.737083,121.592999
2015-04-21,121.097292,123.47801
2015-04-20,121.184913,124.039703
2015-04-17,121.223848,125.144059
2015-04-16,121.26279,123.725547
2015-04-15,121.097292,124.344359
2015-04-14,121.038882,124.449083
2015-04-13,120.863647,123.573219
2015-04-10,120.698149,123.401846
2015-04-09,120.737083,123.220959
2015-04-08,120.99994,124.839418
2015-04-07,121.038882,124.801328
2015-04-06,121.155701,123.763621
2015-04-02,120.912319,124.458598
2015-04-01,120.99994,125.791445
2015-03-31,120.744869,124.160619
2015-03-30,120.521217,123.894609
2015-03-27,120.443422,124.512128
2015-03-26,120.239216,122.982565
2015-03-25,120.521217,124.930148
2015-03-24,120.77404,125.994187
2015-03-23,120.57956,124.787648
2015-03-20,120.492046,124.939643
2015-03-19,120.112797,124.284128
2015-03-18,120.550389,124.920653
2015-03-17,119.694658,122.55505
2015-03-16,119.607144,121.548011
2015-03-13,119.451554,120.388962
2015-03-12,119.480733,120.759477
2015-03-11,119.383485,120.844977
2015-03-10,119.315416,119.970942
2015-03-09,119.091765,118.412879
2015-03-06,118.800037,117.329835
2015-03-05,119.471006,119.980445
2015-03-04,119.373766,120.132447
2015-03-03,119.257074,120.094452
2015-03-02,119.402938,120.531469
2015-02-27,119.802605,122.819154
2015-02-26,119.588896,121.795106
2015-02-25,120.055163,123.482885
2015-02-24,120.006598,122.9519
2015-02-23,119.540323,121.35894
2015-02-20,119.258617,119.984066
2015-02-19,119.346046,119.633233
2015-02-18,119.559755,120.429717
2015-02-17,119.132337,119.718573
2015-02-13,119.569464,121.548582
2015-02-12,119.705466,122.809678
2015-02-11,119.569464,123.217393
2015-02-10,119.598612,122.989836
2015-02-09,119.754032,123.975948
2015-02-06,119.812313,124.175075
2015-02-05,120.764287,126.412806
2015-02-04,120.929423,127.816124
2015-02-03,120.861426,127.598044
2015-02-02,121.356841,130.357268
2015-01-30,121.422896,130.851284
2015-01-29,120.850425,128.570752
2015-01-28,121.025079,129.42241
2015-01-27,120.588441,127.340602
2015-01-26,120.47201,127.141877
2015-01-23,120.656361,127.529855
2015-01-22,120.297356,125.779235
2015-01-21,120.47201,126.233444
2015-01-20,120.743692,127.70965
2015-01-16,120.714584,126.034734
2015-01-15,121.257948,127.662333
2015-01-14,120.588441,125.684616
2015-01-13,120.268241,124.738338
2015-01-12,120.15181,124.738338
2015-01-09,119.889826,124.02863
2015-01-08,119.540519,122.684903
2015-01-07,119.686065,124.331431
2015-01-06,119.579332,124.577458
2015-01-05,119.210622,122.372644
2015-01-02,118.93894,120.480081
2014-12-31,118.676956,119.155291
2014-12-30,118.541115,118.928186
2014-12-29,118.376166,118.606448
2014-12-26,118.143297,117.726417
2014-12-24,118.133592,117.291123
2014-12-23,118.129706,116.656171
2014-12-22,118.536788,119.016868
2014-12-19,118.57555,118.856342
