,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
65,136.402249,138.399994,2016-09-28,139.149994,138.220001,138.50,TLT,7958700
66,136.697921,138.699997,2016-09-27,138.800003,137.949997,138.589996,TLT,9450400
67,135.702506,137.690002,2016-09-26,137.830002,137.020004,137.070007,TLT,8661300
68,134.845069,136.820007,2016-09-23,137.339996,136.710007,137.029999,TLT,5928800
69,134.973182,136.949997,2016-09-22,137.289993,136.50,136.669998,TLT,12426200
70,133.908769,135.869995,2016-09-21,135.889999,134.179993,134.600006,TLT,10698100
71,132.834507,134.779999,2016-09-20,135.580002,134.669998,135.149994,TLT,6054800
72,132.37129,134.309998,2016-09-19,134.869995,134.25,134.520004,TLT,7105900
73,132.804941,134.75,2016-09-16,134.809998,134.220001,134.580002,TLT,7507900
74,131.740528,133.669998,2016-09-15,134.050003,133.029999,133.610001,TLT,9874500
75,132.312158,134.25,2016-09-14,134.910004,134.050003,134.050003,TLT,7037700
76,132.115048,134.050003,2016-09-13,136.00,133.360001,135.869995,TLT,15645400
77,133.632812,135.589996,2016-09-12,135.830002,135.160004,135.320007,TLT,9096600
78,133.56383,135.520004,2016-09-09,136.119995,135.410004,136.070007,TLT,13347700
79,135.801053,137.789993,2016-09-08,139.270004,137.259995,138.860001,TLT,14301500
80,137.525793,139.539993,2016-09-07,140.419998,139.539993,140.369995,TLT,5421800
81,137.624355,139.639999,2016-09-06,140.080002,138.509995,138.710007,TLT,8542600
82,136.62894,138.630005,2016-09-02,139.050003,138.169998,138.960007,TLT,8397000
83,137.752484,139.770004,2016-09-01,140.100006,138.570007,138.619995,TLT,9149100
84,137.600699,139.869995,2016-08-31,140.169998,139.339996,139.660004,TLT,7349700
85,137.403947,139.669998,2016-08-30,140.259995,139.669998,140.169998,TLT,5161800
86,137.935194,140.210007,2016-08-29,140.350006,139.210007,139.380005,TLT,7310400
87,136.115203,138.360001,2016-08-26,140.690002,138.220001,139.729996,TLT,12962500
88,136.912059,139.169998,2016-08-25,139.779999,138.960007,139.259995,TLT,5855500
89,137.433459,139.699997,2016-08-24,140.190002,139.389999,140.100006,TLT,6027800
90,137.758107,140.029999,2016-08-23,140.589996,139.669998,140.270004,TLT,6841400
91,137.610546,139.880005,2016-08-22,140.139999,139.369995,139.649994,TLT,5549700
92,136.459531,138.710007,2016-08-19,139.050003,138.100006,138.639999,TLT,5516300
93,137.177683,139.440002,2016-08-18,139.759995,138.789993,139.199997,TLT,3805200
94,136.961251,139.220001,2016-08-17,139.440002,138.50,138.630005,TLT,5002000
95,136.144715,138.389999,2016-08-16,139.149994,138.229996,138.979996,TLT,6182700
96,136.508707,138.759995,2016-08-15,139.630005,138.75,139.339996,TLT,5108600
97,137.807298,140.080002,2016-08-12,140.860001,139.869995,140.410004,TLT,7989600
98,136.656283,138.910004,2016-08-11,140.080002,138.539993,140.059998,TLT,7624600
99,137.886002,140.160004,2016-08-10,140.509995,139.470001,139.899994,TLT,5843500
100,137.354755,139.619995,2016-08-09,139.720001,138.619995,138.710007,TLT,5503200
101,136.016819,138.259995,2016-08-08,138.539993,137.320007,137.600006,TLT,5185200
102,135.761043,138.00,2016-08-05,139.179993,137.820007,139.050003,TLT,7778600
103,137.187515,139.449997,2016-08-04,140.160004,139.270004,139.460007,TLT,5646000
104,136.164395,138.410004,2016-08-03,138.779999,137.910004,138.600006,TLT,4930600
105,136.085691,138.330002,2016-08-02,139.259995,137.50,137.830002,TLT,10051200
106,137.50233,139.770004,2016-08-01,140.50,139.610001,139.779999,TLT,9809300
107,139.00947,141.559998,2016-07-29,141.679993,140.220001,140.449997,TLT,8766700
108,137.860552,140.389999,2016-07-28,140.839996,139.710007,139.800003,TLT,7336100
109,138.115862,140.649994,2016-07-27,140.649994,139.399994,139.550003,TLT,8508100
110,136.417036,138.919998,2016-07-26,139.520004,138.460007,139.520004,TLT,5243400
111,136.200999,138.699997,2016-07-25,139.259995,138.589996,138.940002,TLT,4243800
112,136.299203,138.800003,2016-07-22,139.240005,137.869995,137.929993,TLT,5811400
113,136.063522,138.559998,2016-07-21,138.619995,136.990005,137.039993,TLT,10398400
114,135.788568,138.279999,2016-07-20,138.509995,137.910004,138.229996,TLT,6942500
115,136.534869,139.039993,2016-07-19,139.309998,138.399994,138.940002,TLT,8073900
116,135.768924,138.259995,2016-07-18,139.259995,137.729996,139.070007,TLT,5955900
117,135.896586,138.389999,2016-07-15,139.110001,138.179993,138.889999,TLT,9958600
118,137.074963,139.589996,2016-07-14,139.839996,139.089996,139.279999,TLT,10817000
119,139.097845,141.649994,2016-07-13,141.770004,140.949997,141.369995,TLT,8181700
120,137.477579,140.00,2016-07-12,140.860001,139.639999,140.419998,TLT,15810600
121,139.775415,142.339996,2016-07-11,143.470001,142.240005,143.050003,TLT,8099000
122,141.012723,143.600006,2016-07-08,143.619995,142.360001,142.919998,TLT,10355300
123,139.981638,142.550003,2016-07-07,143.190002,141.779999,142.089996,TLT,9676400
124,139.991452,142.559998,2016-07-06,143.00,141.960007,142.789993,TLT,14352800
125,139.765601,142.330002,2016-07-05,142.910004,141.699997,141.850006,TLT,8840800
126,138.037316,140.570007,2016-07-01,140.820007,139.190002,140.809998,TLT,15430200
127,136.146983,138.899994,2016-06-30,139.940002,138.089996,138.809998,TLT,14698500
128,135.647097,138.389999,2016-06-29,140.130005,138.259995,139.679993,TLT,12999800
129,136.695896,139.460007,2016-06-28,139.899994,138.880005,139.440002,TLT,14006400
130,136.411636,139.169998,2016-06-27,139.589996,138.399994,138.440002,TLT,16577100
131,133.088826,135.779999,2016-06-24,136.610001,135.300003,136.610001,TLT,17155000
132,129.609185,132.229996,2016-06-23,133.320007,132.080002,132.610001,TLT,9029100
133,131.108859,133.759995,2016-06-22,133.990005,133.25,133.50,TLT,5773700
134,130.893218,133.539993,2016-06-21,134.580002,133.460007,134.289993,TLT,6005800
135,131.50094,134.160004,2016-06-20,134.550003,134.009995,134.240005,TLT,7365900
136,132.922198,135.610001,2016-06-17,136.270004,135.259995,136.199997,TLT,8489900
137,133.755357,136.460007,2016-06-16,137.559998,136.179993,136.740005,TLT,10372700
138,133.108434,135.800003,2016-06-15,136.229996,135.309998,135.520004,TLT,7953200
139,132.598736,135.279999,2016-06-14,136.220001,135.220001,136.190002,TLT,9012500
140,132.69676,135.380005,2016-06-13,135.389999,134.770004,135.089996,TLT,7688900
141,132.108647,134.779999,2016-06-10,135.330002,134.259995,134.789993,TLT,6984600
142,131.471536,134.130005,2016-06-09,134.539993,133.929993,134.320007,TLT,6820300
143,130.62858,133.270004,2016-06-08,133.429993,132.710007,132.869995,TLT,5313200
144,129.932646,132.559998,2016-06-07,132.979996,132.539993,132.639999,TLT,4680200
145,129.618996,132.240005,2016-06-06,132.889999,132.100006,132.779999,TLT,7573700
146,130.589365,133.229996,2016-06-03,133.229996,132.600006,132.860001,TLT,11077200
147,128.756433,131.360001,2016-06-02,131.690002,130.869995,130.899994,TLT,5835400
148,127.835062,130.419998,2016-06-01,131.270004,130.110001,130.630005,TLT,9874900
149,127.318515,130.160004,2016-05-31,130.440002,128.979996,129.020004,TLT,8344300
150,127.015285,129.850006,2016-05-27,130.259995,129.699997,130.070007,TLT,5267600
151,127.201124,130.039993,2016-05-26,130.449997,129.800003,129.809998,TLT,5419300
152,126.545753,129.369995,2016-05-25,130.25,129.309998,129.830002,TLT,6367400
153,127.025061,129.860001,2016-05-24,130.190002,129.240005,129.970001,TLT,5968200
154,127.592401,130.440002,2016-05-23,130.729996,129.919998,130.360001,TLT,6979700
155,127.308724,130.149994,2016-05-20,130.399994,129.550003,129.649994,TLT,5348900
156,127.210916,130.050003,2016-05-19,130.330002,129.649994,129.679993,TLT,6209400
157,126.663143,129.490005,2016-05-18,130.850006,128.910004,130.809998,TLT,12681000
158,128.492315,131.360001,2016-05-17,131.830002,131.210007,131.210007,TLT,4449100
159,128.277116,131.139999,2016-05-16,131.660004,130.979996,131.639999,TLT,5137000
160,129.392229,132.279999,2016-05-13,132.320007,131.229996,131.479996,TLT,8707300
161,128.14995,131.009995,2016-05-12,131.169998,130.589996,130.660004,TLT,6087400
162,128.736857,131.610001,2016-05-11,132.00,130.660004,130.830002,TLT,9256000
163,128.013007,130.869995,2016-05-10,131.119995,130.649994,130.850006,TLT,4331900
164,128.00323,130.860001,2016-05-09,130.889999,130.320007,130.460007,TLT,4950800
165,127.602177,130.449997,2016-05-06,130.860001,130.289993,130.850006,TLT,7232500
166,128.14995,131.009995,2016-05-05,131.070007,129.699997,130.059998,TLT,7870400
167,127.298947,130.139999,2016-05-04,130.169998,129.190002,129.679993,TLT,7211200
168,126.60444,129.429993,2016-05-03,130.020004,129.350006,129.550003,TLT,10736700
169,125.029595,127.82,2016-05-02,128.899994,127.800003,128.660004,TLT,11035200
170,126.301221,129.380005,2016-04-29,129.710007,128.199997,128.449997,TLT,7416300
171,125.979073,129.050003,2016-04-28,129.139999,128.039993,128.210007,TLT,7974600
172,125.461686,128.520004,2016-04-27,128.820007,127.620003,127.919998,TLT,8380100
173,124.221903,127.25,2016-04-26,127.760002,127.120003,127.760002,TLT,7840000
174,124.788103,127.830002,2016-04-25,128.520004,127.830002,128.059998,TLT,5539500
175,125.30549,128.360001,2016-04-22,128.910004,128.240005,128.850006,TLT,5826400
176,125.627639,128.690002,2016-04-21,129.070007,128.289993,128.440002,TLT,11154200
177,126.37932,129.460007,2016-04-20,131.649994,129.270004,131.160004,TLT,10920700
178,127.78504,130.899994,2016-04-19,131.309998,130.289993,131.080002,TLT,5212200
179,128.185287,131.309998,2016-04-18,131.440002,130.660004,131.330002,TLT,4486600
180,128.74173,131.880005,2016-04-15,132.160004,131.25,131.289993,TLT,5831100
181,127.648372,130.759995,2016-04-14,131.309998,130.490005,130.910004,TLT,6967000
182,128.263385,131.389999,2016-04-13,131.580002,130.520004,130.690002,TLT,5207900
183,127.814325,130.929993,2016-04-12,131.550003,130.529999,131.080002,TLT,4276000
184,128.702674,131.839996,2016-04-11,132.179993,131.110001,131.320007,TLT,4805500
185,128.868627,132.009995,2016-04-08,132.399994,131.639999,132.169998,TLT,5584800
186,129.688649,132.850006,2016-04-07,132.990005,132.009995,132.190002,TLT,5963300
187,128.107189,131.229996,2016-04-06,131.669998,130.740005,131.529999,TLT,6393700
188,129.044351,132.190002,2016-04-05,132.360001,131.779999,132.009995,TLT,6482800
189,127.648372,130.759995,2016-04-04,130.970001,130.270004,130.789993,TLT,5145100
190,127.570274,130.679993,2016-04-01,131.130005,129.899994,130.979996,TLT,9341400
191,127.238372,130.610001,2016-03-31,130.809998,129.789993,129.979996,TLT,7832300
192,126.342123,129.690002,2016-03-30,130.070007,128.979996,130.029999,TLT,8478700
193,127.686504,131.070007,2016-03-29,131.089996,130.020004,130.380005,TLT,9396700
194,126.361611,129.710007,2016-03-28,130.160004,129.279999,129.380005,TLT,5058700
195,126.195987,129.539993,2016-03-24,130.639999,129.00,130.580002,TLT,6343300
196,126.147289,129.490005,2016-03-23,129.820007,128.289993,128.410004,TLT,10628200
197,124.734708,128.039993,2016-03-22,129.020004,127.919998,128.830002,TLT,4997900
198,124.763947,128.070007,2016-03-21,128.619995,127.75,128.25,TLT,5514800
199,125.728382,129.059998,2016-03-18,129.509995,128.699997,129.039993,TLT,8198600
200,125.465347,128.789993,2016-03-17,129.339996,128.490005,128.509995,TLT,7805500
201,124.94903,128.259995,2016-03-16,128.520004,127.370003,127.75,TLT,9728900
202,124.578842,127.879997,2016-03-15,128.660004,127.610001,128.50,TLT,6413200
203,124.461945,127.760002,2016-03-14,128.389999,127.660004,127.82,TLT,5177000
204,124.072269,127.360001,2016-03-11,128.880005,127.209999,128.820007,TLT,8927000
205,125.338713,128.660004,2016-03-10,129.839996,127.919998,129.50,TLT,10091600
206,125.855031,129.190002,2016-03-09,129.690002,128.809998,129.080002,TLT,7194700
207,126.624631,129.979996,2016-03-08,130.990005,129.949997,130.350006,TLT,7175400
208,125.241289,128.559998,2016-03-07,128.669998,128.050003,128.449997,TLT,5493300
209,125.280265,128.600006,2016-03-04,129.130005,127.760002,128.75,TLT,8687000
210,126.088826,129.429993,2016-03-03,129.940002,128.770004,129.070007,TLT,6394800
211,125.630972,128.960007,2016-03-02,128.970001,128.210007,128.320007,TLT,7047700
212,125.11464,128.429993,2016-03-01,130.850006,128.320007,130.820007,TLT,13729100
213,127.357212,130.979996,2016-02-29,131.169998,130.419998,130.470001,TLT,8016100
214,126.802986,130.410004,2016-02-26,130.809998,130.039993,130.309998,TLT,9245000
215,128.037848,131.679993,2016-02-25,132.559998,131.320007,131.479996,TLT,6097200
216,127.580861,131.210007,2016-02-24,133.389999,130.949997,132.399994,TLT,9091200
217,127.833665,131.470001,2016-02-23,131.740005,129.779999,129.880005,TLT,8320700
218,127.318325,130.940002,2016-02-22,131.110001,130.699997,131.100006,TLT,5054300
219,127.386381,131.009995,2016-02-19,131.820007,130.729996,130.940002,TLT,8188700
220,127.279423,130.899994,2016-02-18,131.00,129.360001,129.410004,TLT,10196700
221,125.733405,129.309998,2016-02-17,129.830002,128.710007,129.639999,TLT,13157300
222,126.51128,130.110001,2016-02-16,130.75,129.809998,130.720001,TLT,11766000
223,127.862834,131.50,2016-02-12,133.130005,130.929993,132.639999,TLT,13888400
224,130.021432,133.720001,2016-02-11,135.25,133.009995,134.440002,TLT,21620200
225,129.117147,132.789993,2016-02-10,132.839996,131.110001,131.699997,TLT,12797100
226,127.989243,131.630005,2016-02-09,132.059998,130.960007,132.039993,TLT,15232100
227,127.853116,131.490005,2016-02-08,131.630005,129.679993,129.720001,TLT,14452200
228,125.159727,128.720001,2016-02-05,129.00,127.589996,127.889999,TLT,9200800
229,125.013882,128.570007,2016-02-04,128.589996,127.510002,128.220001,TLT,9953500
230,124.41102,127.949997,2016-02-03,129.940002,127.919998,128.279999,TLT,13309000
231,125.451432,129.020004,2016-02-02,129.039993,128.00,128.100006,TLT,10400000
232,123.166425,126.669998,2016-02-01,127.07,126.290001,126.790001,TLT,9948400
233,123.544675,127.300003,2016-01-29,127.860001,126.919998,127.410004,TLT,13170700
234,122.50624,126.230003,2016-01-28,126.410004,125.459999,125.540001,TLT,10575400
235,122.33155,126.050003,2016-01-27,126.290001,125.190002,125.75,TLT,7957800
236,122.360663,126.080002,2016-01-26,126.459999,125.75,125.989998,TLT,5692600
237,122.302428,126.019997,2016-01-25,126.269997,125.650002,125.949997,TLT,5738200
238,121.642488,125.339996,2016-01-22,125.529999,124.519997,124.910004,TLT,10164300
239,122.108331,125.82,2016-01-21,127.290001,125.669998,126.940002,TLT,11001600
240,122.942962,126.68,2016-01-20,127.919998,126.419998,126.980003,TLT,17283300
241,121.661902,125.360001,2016-01-19,126.07,124.949997,125.129997,TLT,8926600
242,122.040397,125.75,2016-01-15,125.959999,125.080002,125.400002,TLT,13976300
243,120.167331,123.82,2016-01-14,124.970001,123.339996,124.470001,TLT,12873800
244,121.302814,124.989998,2016-01-13,125.50,123.269997,123.529999,TLT,15577600
245,120.118803,123.769997,2016-01-12,124.32,122.150002,122.339996,TLT,12897700
246,118.410728,122.010002,2016-01-11,122.790001,121.860001,122.040001,TLT,10040300
247,119.720902,123.360001,2016-01-08,123.470001,122.230003,122.43,TLT,9577200
248,119.187124,122.809998,2016-01-07,122.93,121.790001,122.68,TLT,10202200
249,118.973612,122.589996,2016-01-06,122.620003,122.050003,122.300003,TLT,8916900
250,117.3917,120.959999,2016-01-05,121.50,120.660004,120.879997,TLT,6242600
251,117.867243,121.449997,2016-01-04,122.449997,121.32,121.93,TLT,10591900
252,117.022912,120.580002,2015-12-31,120.860001,120.25,120.57,TLT,7897700
253,116.498841,120.040001,2015-12-30,120.540001,119.669998,119.919998,TLT,5508900
254,116.615304,120.160004,2015-12-29,121.739998,120.010002,121.690002,TLT,7787500
255,118.585418,122.190002,2015-12-28,122.669998,121.849998,121.989998,TLT,7586600
256,118.236038,121.830002,2015-12-24,121.870003,121.400002,121.470001,TLT,3364600
257,117.562505,121.389999,2015-12-23,121.610001,120.870003,121.230003,TLT,7287100
258,118.453495,122.309998,2015-12-22,122.800003,121.989998,122.650002,TLT,5445800
259,119.315432,123.199997,2015-12-21,123.779999,122.919998,123.43,TLT,7494900
260,119.344492,123.230003,2015-12-18,123.519997,122.82,123.080002,TLT,10171700
261,118.685933,122.550003,2015-12-17,122.779999,121.639999,121.779999,TLT,9923000
262,117.359127,121.18,2015-12-16,122.169998,120.50,121.07,TLT,10988600
263,117.610931,121.440002,2015-12-15,121.599998,120.830002,121.019997,TLT,8795500
264,118.30823,122.160004,2015-12-14,123.150002,121.75,123.080002,TLT,10661100
265,119.85778,123.760002,2015-12-11,124.099998,122.870003,123.029999,TLT,12300000
266,117.998313,121.839996,2015-12-10,122.029999,121.489998,121.790001,TLT,5606900
267,117.843362,121.68,2015-12-09,122.150002,120.510002,121.349998,TLT,8993900
268,117.96926,121.809998,2015-12-08,122.43,121.449997,122.279999,TLT,7257500
269,117.911154,121.75,2015-12-07,122.459999,120.800003,120.809998,TLT,9016700
270,116.778047,120.580002,2015-12-04,120.93,119.470001,119.529999,TLT,11843800
271,115.761151,119.529999,2015-12-03,121.400002,118.989998,121.360001,TLT,16612200
272,118.995843,122.870003,2015-12-02,123.040001,122.190002,122.660004,TLT,7345800
273,118.957103,122.830002,2015-12-01,122.849998,121.260002,121.260002,TLT,12766600
274,117.371713,121.449997,2015-11-30,121.529999,121.059998,121.099998,TLT,5179800
275,116.907835,120.970001,2015-11-27,121.32,120.959999,121.25,TLT,2570600
276,117.023801,121.089996,2015-11-25,121.419998,120.949997,121.169998,TLT,3280900
277,116.753204,120.809998,2015-11-24,121.199997,120.580002,120.900002,TLT,3371500
278,116.762871,120.82,2015-11-23,121.120003,120.32,120.529999,TLT,5436300
279,116.405293,120.449997,2015-11-20,121.040001,120.279999,120.93,TLT,5971000
280,116.762871,120.82,2015-11-19,121.150002,120.68,120.879997,TLT,6643000
281,115.989732,120.019997,2015-11-18,120.190002,119.360001,119.580002,TLT,5233900
282,115.748127,119.769997,2015-11-17,120.129997,118.660004,119.00,TLT,5122900
283,115.554846,119.57,2015-11-16,120.00,119.129997,119.790001,TLT,5485300
284,115.661152,119.68,2015-11-13,119.900002,119.220001,119.32,TLT,7906600
285,115.003986,119.00,2015-11-12,119.440002,118.699997,118.75,TLT,6805700
286,114.453127,118.43,2015-11-11,118.580002,118.269997,118.349998,TLT,2857900
287,114.694732,118.68,2015-11-10,119.209999,118.379997,118.50,TLT,6712500
288,114.356487,118.330002,2015-11-09,118.900002,118.00,118.099998,TLT,9159500
289,115.003986,119.00,2015-11-06,119.529999,118.739998,119.489998,TLT,10604700
290,116.714547,120.769997,2015-11-05,121.059998,120.300003,121.050003,TLT,7268400
291,117.023801,121.089996,2015-11-04,121.540001,120.699997,121.099998,TLT,5980800
292,116.888503,120.949997,2015-11-03,121.739998,120.790001,121.650002,TLT,8921600
293,117.854923,121.949997,2015-11-02,122.18,121.68,121.779999,TLT,8751000
294,118.399026,122.779999,2015-10-30,122.809998,122.019997,122.239998,TLT,11861400
295,117.511855,121.860001,2015-10-29,123.220001,121.699997,123.18,TLT,12108000
296,119.411563,123.830002,2015-10-28,124.339996,123.300003,124.269997,TLT,8468700
297,119.893723,124.330002,2015-10-27,124.900002,124.160004,124.510002,TLT,7156800
298,119.594779,124.019997,2015-10-26,124.199997,123.809998,123.870003,TLT,5859800
299,118.804038,123.199997,2015-10-23,123.459999,122.849998,123.099998,TLT,7058200
300,119.826221,124.260002,2015-10-22,124.779999,123.510002,124.099998,TLT,6934100
301,119.623715,124.050003,2015-10-21,124.220001,123.470001,123.610001,TLT,6603800
302,118.447245,122.830002,2015-10-20,122.970001,122.550003,122.800003,TLT,6431300
303,119.180122,123.589996,2015-10-19,123.970001,122.910004,123.790001,TLT,6238400
304,119.507994,123.93,2015-10-16,124.470001,123.870003,124.25,TLT,8020400
305,119.46942,123.889999,2015-10-15,124.459999,123.779999,124.309998,TLT,6924300
306,120.057655,124.50,2015-10-14,124.550003,123.300003,123.699997,TLT,9738100
307,119.016189,123.419998,2015-10-13,123.599998,122.800003,123.529999,TLT,6147200
308,118.813683,123.209999,2015-10-12,123.43,122.910004,123.029999,TLT,4241000
309,117.916867,122.279999,2015-10-09,122.639999,121.900002,121.970001,TLT,9038100
310,117.608285,121.959999,2015-10-08,123.370003,121.660004,123.290001,TLT,12882300
311,118.601532,122.989998,2015-10-07,123.330002,122.510002,122.809998,TLT,6712800
312,118.996906,123.400002,2015-10-06,123.599998,122.410004,122.550003,TLT,5687800
313,118.485818,122.870003,2015-10-05,123.830002,122.779999,123.720001,TLT,11362700
314,120.115512,124.559998,2015-10-02,126.209999,124.18,125.589996,TLT,13000400
315,119.392273,123.809998,2015-10-01,124.519997,123.660004,124.080002,TLT,9069400
316,118.885039,123.540001,2015-09-30,123.800003,123.120003,123.410004,TLT,9832600
317,119.298837,123.970001,2015-09-29,124.290001,123.25,123.540001,TLT,9006100
318,118.962027,123.620003,2015-09-28,123.769997,122.199997,122.199997,TLT,9833400
319,116.960399,121.540001,2015-09-25,121.93,121.269997,121.650002,TLT,8383700
320,117.980456,122.599998,2015-09-24,123.68,122.489998,123.169998,TLT,9605800
321,117.181729,121.769997,2015-09-23,122.07,120.989998,121.620003,TLT,6769900
322,117.191354,121.779999,2015-09-22,122.389999,121.139999,121.440002,TLT,9968200
323,115.584281,120.110001,2015-09-21,121.110001,119.779999,121.010002,TLT,10085600
324,117.499296,122.099998,2015-09-18,122.199997,121.129997,121.209999,TLT,14963300
325,115.719005,120.25,2015-09-17,120.370003,118.730003,118.879997,TLT,19843600
326,114.323644,118.800003,2015-09-16,119.440002,118.550003,118.959999,TLT,6949800
327,114.756685,119.25,2015-09-15,121.050003,119.120003,120.889999,TLT,11895000
328,116.998893,121.580002,2015-09-14,122.150002,121.279999,121.949997,TLT,4221700
329,116.81605,121.389999,2015-09-11,122.080002,121.330002,121.470001,TLT,5890900
330,116.084684,120.629997,2015-09-10,121.190002,120.449997,121.019997,TLT,6789700
331,116.873786,121.449997,2015-09-09,121.709999,119.559998,119.629997,TLT,7441900
332,116.315646,120.870003,2015-09-08,121.559998,120.760002,121.379997,TLT,7049500
333,118.057443,122.68,2015-09-04,122.93,121.82,122.449997,TLT,7951300
